Aileron;Elevator;Rudder;Throttle;Roll;Pitch;Yaw;Altitude
0,023052985;0,006685469;0,002171223;0,77129996;-7,686832;-2,7176464;297,71579;2489,8452
0,023052985;0,006685469;0,002171526;0,77129996;-7,7015371;-2,7149351;297,69946;2489,7896
0,023052985;0,006685469;0,002171564;0,77129996;-7,7160506;-2,7119496;297,68369;2489,7336
0,023052985;0,006685469;0,002171577;0,77129996;-7,7303443;-2,7087166;297,66837;2489,678
0,023052985;0,006685469;0,002171577;0,77129996;-7,7445641;-2,705219;297,65335;2489,6213
0,023052985;0,006685469;0,002171577;0,77129996;-7,7585549;-2,7015154;297,6387;2489,5647
0,023052985;0,006685469;0,002171577;0,77129996;-7,7720523;-2,6977034;297,62466;2489,5093
0,023052985;0,006685469;0,002171577;0,77129996;-7,7852097;-2,6937697;297,61102;2489,4541
0,02023226;0,006685469;0,000624916;0,76826251;-7,7983851;-2,6897657;297,59735;2489,3982
0,021275649;0,006685469;0,00123099;0,76940155;-7,8113341;-2,6862001;297,5838;2489,3416
0,022828259;0,006685469;0,002058968;0,77106267;-7,8244662;-2,6826179;297,56998;2489,2834
0,023024848;0,006685469;0,002157581;0,77127033;-7,8385186;-2,6785791;297,55499;2489,22
0,023045963;0,006685469;0,002168074;0,77129257;-7,8474994;-2,6758726;297,54526;2489,179
0,023051254;0,006685469;0,002170704;0,77129811;-7,8582935;-2,6724956;297,53336;2489,1287
0,023052782;0,006685469;0,002171463;0,77129978;-7,87356;-2,66748;297,51611;2489,0562
0,023052985;0,006685469;0,002171564;0,77129996;-7,8872151;-2,6627917;297,50021;2488,99
0,023052985;0,006685469;0,002171577;0,77129996;-7,9001069;-2,6581991;297,48468;2488,9263
0,023052985;0,006685469;0,002171577;0,77129996;-7,9156866;-2,6524544;297,46515;2488,8479
0,023052985;0,006685469;0,002171577;0,77129996;-7,9299378;-2,6470399;297,44644;2488,7744
0,023052985;0,006685469;0,002171577;0,77129996;-7,9438777;-2,6418171;297,42816;2488,7034
0,023052985;0,006685469;0,002171577;0,77129996;-7,9582596;-2,6368313;297,4108;2488,6331
0,02023226;0,006685469;0,000624916;0,76826251;-7,9737816;-2,6321683;297,39456;2488,5618
0,019376276;0,006685469;0,00119812;0,76933825;-7,9904456;-2,6287224;297,38028;2488,4907
0,021162482;0,006685469;0,002113584;0,77117735;-8,0083961;-2,626617;297,36856;2488,4194
0,022933291;0,006685469;0,00216796;0,77129233;-8,0275936;-2,6251066;297,35983;2488,3486
0,023038024;0,006685469;0,002171122;0,771299;-8,0428934;-2,6240461;297,35544;2488,2952
0,023051152;0,006685469;0,002171514;0,77129984;-8,0595169;-2,622962;297,35306;2488,2395
0,019773949;0,005198047;0,000346042;0,76775622;-8,0806551;-2,6221018;297,35345;2488,1731
0,021217208;0,006520448;0,001960212;0,76933825;-8,1012335;-2,6219778;297,35706;2488,1118
0,022936797;0,006675339;0,002158505;0,77117735;-8,1268177;-2,6218667;297,36572;2488,0381
0,023045758;0,006684833;0,002170755;0,77129233;-8,151968;-2,6213291;297,37863;2487,9673
0,023052119;0,006685391;0,000345923;0,76775527;-8,1712484;-2,6205518;297,39139;2487,9138
0,023052935;0,00668546;7,94E-05;0,77082533;-8,196907;-2,6189721;297,41211;2487,8435
0,023052985;0,006685469;0,002052356;0,77127033;-8,2224255;-2,6166785;297,43701;2487,7742
0,023052985;0,006685469;0,002164164;0,77129811;-8,2481947;-2,613534;297,46652;2487,7043
0,023052985;0,006685469;0,002171109;0,77129984;-8,2746859;-2,6093147;297,50162;2487,6328
0,023052985;0,006685469;0,002171539;0,77129996;-8,3004694;-2,6041336;297,54044;2487,5627
0,023052985;0,006685469;0,002171577;0,77129996;-8,3257027;-2,5979028;297,58307;2487,4934
0,023052985;0,006685469;0,002171577;0,77129996;-8,3505688;-2,5905132;297,62982;2487,4241
0,023052985;0,006685469;0,002171577;0,77129996;-8,368866;-2,5841901;297,66733;2487,3721
0,02023226;0,005432545;0,000624916;0,76826251;-8,3870478;-2,5772722;297,70715;2487,3198
0,022217643;0,006349046;0,001743829;0,77041405;-8,4056683;-2,5698838;297,75009;2487,2661
0,023000484;0,006665193;0,002145427;0,77124459;-8,429575;-2,5590501;297,80991;2487,1951
0,023049727;0,006684206;0,002169946;0,77129656;-8,4515085;-2,5473883;297,86996;2487,1272
0,023052782;0,006685391;0,002171476;0,77129978;-8,4720659;-2,534709;297,9313;2487,0605
0,023052985;0,00668546;0,002171564;0,77129996;-8,4918184;-2,5206754;297,99536;2486,9932
0,023052985;0,006685469;0,002171577;0,77129996;-8,5109758;-2,5050702;298,06284;2486,9243
0,023052985;0,006685469;0,000624916;0,76826251;-8,5286751;-2,4886141;298,13043;2486,8569
0,023052985;0,006685469;0,001712505;0,77035081;-8,5450878;-2,4712777;298,1983;2486,7903
0,023052985;0,006685469;0,002143562;0,77124065;-8,5604115;-2,4529624;298,26682;2486,7236
0,023052985;0,006685469;0,002169819;0,77129626;-8,5747423;-2,4336104;298,33621;2486,657
0,023052985;0,006685469;0,002171349;0,77129954;-8,5847769;-2,4185119;298,38843;2486,6067
0,021158872;0,006685469;0,001165127;0,76927495;-8,5973215;-2,3974969;298,45865;2486,5391
0,022693716;0,006685469;0,001990713;0,77092028;-8,608614;-2,376456;298,52768;2486,4719
0,023008011;0,006685469;0,002149168;0,77125257;-8,6165009;-2,3600197;298,5799;2486,4209
0,023047388;0,006685469;0,00216877;0,77129406;-8,6238928;-2,3429213;298,63245;2486,3684
0,023052324;0,006685469;0,002171223;0,77129924;-8,6305237;-2,3258412;298,68326;2486,3171
0,023052935;0,006685469;0,000624872;0,77129984;-8,6365032;-2,3086212;298,73282;2486,2659
0,019774191;0,006685469;9,74E-05;0,76775622;-8,6433744;-2,2862566;298,79556;2486,1992
0,022158401;0,006685469;0,001685028;0,77035081;-8,6478586;-2,2700498;298,84079;2486,1497
0,020178394;0,005432545;0,002141926;0,77124065;-8,6531305;-2,2487888;298,89853;2486,0842
0,021268813;0,005934498;0,002167871;0,77129257;-8,6569605;-2,2334802;298,93982;2486,0354
0,022940099;0,006641903;0,002171337;0,77129954;-8,661479;-2,2131457;298,99292;2485,9702
0,023045963;0,006682755;0,002171564;0,77129996;-8,6650105;-2,1932068;299,04208;2485,9058
0,023052119;0,006685127;0,002171577;0,77129996;-8,6671209;-2,1782665;299,07697;2485,8577
0,023052935;0,00668545;0,002171577;0,77129996;-8,6692905;-2,158385;299,12073;2485,7927
0,023052985;0,006685469;0,002171577;0,77129996;-8,6707163;-2,1390872;299,1601;2485,7292
0,023052985;0,006685469;0,002171577;0,77129996;-8,6709881;-2,119992;299,19501;2485,6658
0,023052985;0,006685469;0,002171577;0,77129996;-8,6701326;-2,1056523;299,21774;2485,6177
0,023052985;0,006685469;0,002171577;0,77129996;-8,6672945;-2,0865033;299,24249;2485,553
0,023052985;0,006685469;0,002171577;0,77129996;-8,6625614;-2,0680075;299,25931;2485,4897
0,023052985;0,006685469;0,002171577;0,77129996;-8,6559658;-2,0499823;299,26801;2485,4275
0,023052985;0,006685469;0,002171577;0,77129996;-8,6476955;-2,0325892;299,26816;2485,366
0,023052985;0,006685469;0,002171577;0,77129996;-8,6378479;-2,0157456;299,25949;2485,3049
0,023052985;0,006685469;0,002171577;0,77129996;-8,6266308;-1,9995816;299,24167;2485,2441
0,023052985;0,006685469;0,002171577;0,77129996;-8,6142063;-1,9841607;299,21426;2485,1833
0,023052985;0,006685469;0,002171577;0,77129996;-8,6037579;-1,9726851;299,18585;2485,1357
0,019774191;0,006685469;0,002171577;0,77129996;-8,5891352;-1,9587017;299,13867;2485,0728
0,022604218;0,006685469;0,002171577;0,77129996;-8,5742474;-1,9469528;299,08194;2485,0107
0,023024848;0,006685469;0,002171577;0,77129996;-8,558774;-1,9364371;299,01337;2484,948
0,019772546;0,006685469;0,000346042;0,76775622;-8,5435791;-1,9278592;298,93579;2484,8867
0,019376036;0,006685469;0,001712505;0,77035081;-8,5319986;-1,9229782;298,86917;2484,8396
0,022102827;0,006685469;0,002143562;0,77124065;-8,5166674;-1,9187376;298,76929;2484,7759
0,022993213;0,006685469;0,002169819;0,77129626;-8,5023336;-1,9164566;298,66147;2484,7136
0,023049269;0,006685469;0,002171463;0,77129978;-8,4889297;-1,9158214;298,54459;2484,6519
0,019773949;0,006685469;0,000346042;0,76775622;-8,4765882;-1,9171262;298,41885;2484,5906
0,022128776;0,006685469;0,001696819;0,77031916;-8,4654827;-1,9209863;298,28506;2484,5298
0,022994891;0,006685469;0,002142623;0,77123868;-8,4557323;-1,9266597;298,14313;2484,4692
0,023049371;0,006685469;0,002169769;0,77129608;-8,4474783;-1,9338883;297,99347;2484,4087
0,023052782;0,006685469;0,002171463;0,77129978;-8,4407673;-1,9427352;297,83466;2484,3477
0,023052985;0,006685469;0,000346042;0,77129996;-8,4356709;-1,9534461;297,66351;2484,2847
0,023052985;0,006685469;0,002066522;0,77129996;-8,4325724;-1,9653937;297,48975;2484,2231
0,02023226;0,006685469;0,000609817;0,76826251;-8,4315367;-1,9753506;297,35638;2484,1772
0,021275649;0,006685469;0,001229195;0,76940155;-8,4316359;-1,9869664;297,21564;2484,1301
0,022828259;0,006685469;0,002058763;0,77106267;-8,4329824;-1,9996195;297,07101;2484,0825
0,023024848;0,006685469;0,002157556;0,77127033;-8,4355536;-2,0127482;296,92587;2484,0356
0,023051254;0,006685469;0,002170692;0,77129811;-8,4408836;-2,0309896;296,73041;2483,9736
0,023052882;0,006685469;0,002171514;0,77129984;-8,448307;-2,0498126;296,53448;2483,9124
0,023052985;0,006685469;0,002171564;0,77129996;-8,4553347;-2,0644598;296,38516;2483,8662
0,023052985;0,006685469;0,002171577;0,77129996;-8,4666691;-2,0845764;296,18356;2483,8044
0,023052985;0,006685469;0,002171577;0,77129996;-8,4765978;-2,0999365;296,03162;2483,7581
0,023052985;0,006685469;0,002171577;0,77129996;-8,4878139;-2,1155534;295,87845;2483,7114
0,023052985;0,006685469;0,002171577;0,77129996;-8,5006523;-2,1317492;295,72055;2483,6633
0,023052985;0,006685469;0,002171577;0,77129996;-8,5147724;-2,1479728;295,56287;2483,6152
0,023052985;0,00741434;0,002171577;0,77129996;-8,5350952;-2,1690893;295,3576;2483,5522
0,023052985;0,007865509;0,002171577;0,77129996;-8,5510588;-2,1844575;295,2077;2483,5059
0,019546496;0,007907922;0,000204465;0,76750308;-8,5732594;-2,2049677;295,01154;2483,4446
0,019333787;0,008633032;7,05E-05;0,7672658;-8,596036;-2,2256045;294,82254;2483,385
0,022575354;0,008830553;0,001930076;0,77079469;-8,6194763;-2,246177;294,63846;2483,3257
0,023023067;0,0103006;0,002156669;0,77126837;-8,6434317;-2,2658908;294,45789;2483,2664
0,019544713;0,010407759;0,00020335;0,76750112;-8,6680126;-2,2853487;294,27817;2483,2061
0,022828108;0,017604969;0,002058917;0,77106255;-8,6907825;-2,3039052;294,10471;2483,1462
0,021145174;0,022977639;0,000196125;0,76926017;-8,709177;-2,3208094;293,93817;2483,0872
0,019432111;0,024829704;6,99E-05;0,76737559;-8,7223425;-2,3367565;293,77753;2483,0286
0,019326637;0,028685417;6,20E-05;0,76725781;-8,7302828;-2,3523479;293,61975;2482,969
0,022813752;0,032518387;0,002051445;0,77104735;-8,7324343;-2,3667927;293,46716;2482,9092
0,023038024;0,041460346;0,002164114;0,77128422;-8,7281427;-2,3792303;293,32178;2482,8494
0,023052068;0,046169579;0,002171109;0,771299;-8,7149982;-2,389545;293,18433;2482,7903
0,023052882;0,046450604;0,002171514;0,77129984;-8,6992626;-2,3960493;293,08395;2482,7449
0,023052985;0,051003702;0,000346042;0,76775622;-8,6716423;-2,4028778;292,95651;2482,6841
0,023052985;0,051623512;0,001944916;0,77082539;-8,6375322;-2,4074748;292,83981;2482,6245
0,019546496;0,0468053;0,000187781;0,7674734;-8,5995169;-2,4105453;292,73148;2482,5652
0,019333787;0,051355634;6,94E-05;0,76726395;-8,5587473;-2,4127107;292,63156;2482,5059
0,022575354;0,051645543;0,001930024;0,77079457;-8,5145864;-2,4136276;292,54007;2482,4465
0,023023067;0,055888657;0,000328462;0,77126837;-8,4670238;-2,4124217;292,45703;2482,3872
0,023051152;0,061681923;0,002065588;0,77129799;-8,4133463;-2,4088745;292,3822;2482,3274
0,023052882;0,056822442;0,002164987;0,77129984;-8,3557396;-2,4030957;292,31708;2482,2686
0,023052985;0,061409503;0,002170755;0,77129996;-8,3103218;-2,3972933;292,2739;2482,2244
0,023052985;0,06203422;0,000624858;0,77129996;-8,2436142;-2,3872266;292,22217;2482,1636
0,019774191;0,057186853;9,74E-05;0,76775622;-8,1757278;-2,3755136;292,18024;2482,1045
0,022604218;0,061412398;0,001931518;0,77082539;-8,105442;-2,3621993;292,14612;2482,0444
0,019747457;0,05714912;0,000328566;0,7677266;-8,0337343;-2,3472321;292,12054;2481,9851
0,022602448;0,061409976;0,001943969;0,77082348;-7,9621501;-2,3311584;292,10315;2481,9268
0,023024745;0,06203422;0,002157518;0,77127022;-7,8873382;-2,3129454;292,09317;2481,8682
0,023051254;0,062073365;0,002170692;0,77129811;-7,8092947;-2,2925003;292,09042;2481,8091
0,023052882;0,057189211;0,002171514;0,77129984;-7,7309122;-2,2703953;292,09457;2481,7512
0,023052985;0,061412603;0,002171564;0,77129996;-7,6536603;-2,2468972;292,10492;2481,6946
0,023052985;0,06199285;0,002171577;0,77129996;-7,5935035;-2,2279136;292,11667;2481,6516
0,023052985;0,062070727;0,002171577;0,77129996;-7,5107727;-2,2010324;292,13739;2481,594
0,02023226;0,057877693;0,002171577;0,77129996;-7,4271455;-2,173084;292,16312;2481,5376
0,022158401;0,060751937;0,002171577;0,77129996;-7,3444295;-2,1448741;292,19336;2481,4819
0,019720735;0,057108909;0,000346042;0,76775622;-7,2611141;-2,1160784;292,22763;2481,4268
0,022125311;0,060702853;0,001696819;0,77031916;-7,176055;-2,0864766;292,26648;2481,3711
0,022994637;0,061989743;0,00059146;0,76820117;-7,0885367;-2,0559351;292,30878;2481,3154
0,021155311;0,059259411;9,52E-05;0,76730937;-6,9993615;-2,0247478;292,35345;2481,2607
0,019432737;0,056674685;6,36E-05;0,7672537;-6,9097214;-1,9934062;292,4006;2481,2065
0,022106539;0,060675036;0,001681214;0,77028769;-6,8194132;-1,9620404;292,45016;2481,1521
0,022993468;0,061988052;0,002141697;0,77123666;-6,7265406;-1,9300863;292,50153;2481,0979
0,023049269;0,062070455;0,002169705;0,77129602;-6,630558;-1,8973253;292,55438;2481,0439
0,023052782;0,062075596;0,00217145;0,77129978;-6,5319014;-1,8639058;292,60822;2480,9902
0,023052985;0,062075935;0,002171564;0,77129996;-6,4317951;-1,8302821;292,66217;2480,9373
0,023052985;0,062075935;0,002171577;0,77129996;-6,3283629;-1,7958705;292,71701;2480,884
0,021158872;0,059264723;0,002171577;0,76927501;-6,222785;-1,7611356;292,77185;2480,8306
0,022217643;0,06083988;0,002171577;0,77041405;-6,1180143;-1,7271938;292,82578;2480,7781
0,023000484;0,061998393;0,002171577;0,77124459;-6,0121975;-1,6935778;292,87869;2480,7263
0,023049727;0,062071066;0,002171577;0,77129656;-5,9046531;-1,6600842;292,93033;2480,6748
0,023052782;0,062075663;0,002171577;0,77129978;-5,7935462;-1,6261983;292,98123;2480,6228
0,023052985;0,062075935;0,002171577;0,77129996;-5,6804061;-1,5924503;293,03046;2480,571
0,023052985;0,057878021;0,002171577;0,77129996;-5,5666852;-1,5592283;293,07724;2480,5198
0,023052985;0,060751937;0,002171577;0,77129996;-5,454607;-1,5267441;293,12125;2480,4692
0,023052985;0,06199285;0,002171577;0,77129996;-5,3410892;-1,4947162;293,16281;2480,4192
0,023052985;0,062070727;0,002171577;0,77129996;-5,2270942;-1,463573;293,20178;2480,3696
0,023052985;0,062075596;0,002171577;0,77129996;-5,1118326;-1,433057;293,23895;2480,3203
0,023052985;0,062075935;0,002171577;0,77129996;-4,9980268;-1,4038309;293,2739;2480,2722
0,023052985;0,062075935;0,002171577;0,77129996;-4,8856363;-1,3758293;293,30704;2480,2251
0,023052985;0,057189409;0,002171577;0,77129996;-4,7732406;-1,3484588;293,33942;2480,178
0,023052985;0,05658951;0,002171577;0,77129996;-4,6907501;-1,3284913;293,36313;2480,1431
0,023052985;0,056509338;0,002171577;0,77129996;-4,5794091;-1,3017486;293,39526;2480,0952
0,023052985;0,056504317;0,002171577;0,77129996;-4,4725633;-1,2763938;293,42621;2480,0491
0,023052985;0,056503993;0,002171577;0,77129996;-4,3693538;-1,2522603;293,45627;2480,0042
0,023052985;0,056503993;0,002171577;0,77129996;-4,2676153;-1,2288289;293,48608;2479,9597
0,023052985;0,056503993;0,002171577;0,77129996;-4,1679082;-1,2061911;293,5155;2479,9165
0,021158872;0,056503993;0,002171577;0,77129996;-4,0686088;-1,183982;293,54504;2479,8735
0,016775388;0,052858748;0,002171577;0,77129996;-3,9703503;-1,1630108;293,57471;2479,8311
0,012603648;0,046815712;0,002171577;0,77129996;-3,8748212;-1,1442838;293,60477;2479,7891
0,009728652;0,039908994;0,002171577;0,77129996;-3,7858925;-1,1290801;293,6351;2479,748
0,009557343;0,037442993;0,002171577;0,77129996;-3,7035739;-1,1174524;293,66666;2479,707
0,009546643;0,027077407;0,00180615;0,77129996;-3,630198;-1,1093248;293,69882;2479,6665
0,009546037;0,025216322;0,002126712;0,77129996;-3,5816836;-1,1052145;293,72388;2479,636
0,009545961;0,021825675;0,00216877;0,77129996;-3,5264728;-1,10216;293,75803;2479,5959
0,009545923;0,021622108;0,0021714;0,77129996;-3,4803679;-1,1014085;293,79294;2479,5566
0,008320845;0,012875387;0,002171564;0,76952809;-3,4428368;-1,1028527;293,82861;2479,5181
0,009467738;0,010551441;0,002171577;0,77118927;-3,4150832;-1,1059591;293,86505;2479,4802
0,006986837;0,006987528;0,000204465;0,76749617;-3,3960912;-1,1105283;293,90298;2479,4419
0,006840258;0,006705106;0,002058968;0,7710622;-3,3849669;-1,1164922;293,94162;2479,4045
0,008151124;0,005989407;0,001288793;0,76951325;-3,3799939;-1,1233487;293,98053;2479,3677
0,009456619;0,006644902;0,002118764;0,77118826;-3,3791974;-1,1301969;294,01978;2479,3318
0,009540347;0,006682942;0,002168276;0,77129298;-3,3810711;-1,1364617;294,0596;2479,2959
0,006990905;0,006685313;0,000204224;0,76750267;-3,3847873;-1,1422687;294,10007;2479,26
0,009378604;0,00668546;0,002058955;0,77106267;-3,3897188;-1,1473565;294,14053;2479,2249
0,009535455;0,006685469;0,002164582;0,77128518;-3,3954556;-1,1511035;294,18109;2479,1897
0,009545278;0,006685469;0,002171134;0,77129906;-3,4016201;-1,1533027;294,22125;2479,155
0,009545885;0,006685469;0,000204436;0,76750302;-3,4078872;-1,1538744;294,2605;2479,1211
0,009545923;0,006685469;0,001937259;0,77080953;-3,4142249;-1,1527717;294,29941;2479,0872
0,009545923;0,006685469;0,002157112;0,77126932;-3,4205277;-1,1499448;294,33771;2479,0532
0,012352892;0,006685469;0,002170666;0,77129805;-3,4267066;-1,1449361;294,37534;2479,0195
0,012536212;0,006685469;0,002171514;0,77129984;-3,4326918;-1,13728;294,4119;2478,9861
0,012547719;0,006685469;0,002171564;0,77129996;-3,4384332;-1,1270471;294,44727;2478,9529
0,012548426;0,006685469;0,002171577;0,77129996;-3,4438667;-1,1145343;294,48096;2478,9199
0,012548467;0,007865509;0,002171577;0,77129996;-3,4486954;-1,0997413;294,51337;2478,8872
0,012548467;0,007907922;0,002171577;0,77129996;-3,4526591;-1,0828664;294,54422;2478,8547
0,015391201;0,007910394;0,002171577;0,77129996;-3,4559219;-1,0637639;294,57355;2478,8223
0,018812465;0,007910539;0,002171577;0,77129996;-3,4580352;-1,0468786;294,59491;2478,7971
0,022540897;0,007910558;0,002171577;0,77129996;-3,460422;-1,0205585;294,6217;2478,7637
0,02302088;0,007910558;0,002171577;0,77129996;-3,4623401;-0,99047703;294,64548;2478,7314
0,023050999;0,007910558;0,002171577;0,76826251;-3,4639266;-0,95683593;294,66669;2478,7
0,02674715;0,008633347;0,002171577;0,77111012;-3,4651086;-0,91894734;294,68567;2478,6685
0,030603666;0,008710311;0,002171577;0,7712881;-3,4657731;-0,87622505;294,7023;2478,637
0,034903727;0,008835753;0,002171577;0,77129924;-3,4660783;-0,829027;294,71625;2478,6062
0,038833272;0,009975113;0,002171577;0,7712999;-3,466053;-0,7769025;294,7276;2478,5764
0,039945606;0,012340514;0,002171577;0,77129996;-3,464906;-0,71851981;294,73654;2478,5464
0,044587661;0,017399315;0,002171577;0,77129996;-3,4610918;-0,65377504;294,74301;2478,5168
0,049489979;0,023990605;0,002171577;0,77129996;-3,4520342;-0,58207184;294,74686;2478,4873
0,050112728;0,031682082;0,002171577;0,77129996;-3,4350441;-0,50357908;294,74796;2478,4585
0,050151695;0,041341662;0,002171577;0,77129996;-3,4063754;-0,41926557;294,74631;2478,4299
0,045861609;0,045878131;0,000346042;0,76775622;-3,3656282;-0,33121645;294,74197;2478,4026
0,049571998;0,064965144;0,001944916;0,77082539;-3,3109329;-0,24069057;294,73495;2478,3757
0,050117873;0,077669919;0,002157581;0,77127033;-3,2358472;-0,14722216;294,72528;2478,3496
0,045557853;0,07922899;0,000203425;0,76750124;-3,1410043;-0,052926023;294,71304;2478,3245
0,049552493;0,084281325;0,001937207;0,77080947;-3,029655;0,04176322;294,69824;2478,3003
0,050116617;0,084959537;0,002157112;0,77126932;-2,9027088;0,13813233;294,68079;2478,2764
0,050151959;0,085001983;0,002170666;0,77129805;-2,7666812;0,23345903;294,66132;2478,2539
0,050154202;0,08500465;0,002171514;0,77129984;-2,6246383;0,32722792;294,63998;2478,2327
0,050154332;0,085004799;0,002171564;0,77129996;-2,4759438;0,42073661;294,61655;2478,2124
0,050154332;0,085004799;0,002171577;0,77129996;-2,3252721;0,51160598;294,59174;2478,1934
0,042481843;0,076092459;0,000624916;0,76826251;-2,1741259;0,59946889;294,56567;2478,1755
0,040172596;0,073383063;0,002081612;0,77111012;-2,0256879;0,68308133;294,5383;2478,1589
0,032226391;0,058510717;0,002165974;0,7712881;-1,8844028;0,76031274;294,51019;2478,1436
0,02075226;0,035554368;0,002171223;0,77129924;-1,7588164;0,82842368;294,48184;2478,1296
0,016751818;0,024338782;0,002171552;0,7712999;-1,6536682;0,88610345;294,45319;2478,1167
0,012997041;0,015988544;0,002171577;0,77129996;-1,5734907;0,93080628;294,42566;2478,1057
0,009931896;0,013017943;0,002171577;0,77129996;-1,5146872;0,96323913;294,39923;2478,0959
0,007174967;0,010687896;0,000346042;0,76775622;-1,4725591;0,98401046;294,37381;2478,0872
0,006851871;0,010431716;0,001696819;0,77031916;-1,4443679;0,99320644;294,34995;2478,0801
0,006831843;0,010416008;0,002142623;0,77123868;-1,4265732;0,99205214;294,32797;2478,074
0,006830587;0,009018866;0,002169769;0,77129608;-1,4167774;0,98204798;294,30838;2478,0693
0,006830519;0,008863851;0,002171463;0,77129978;-1,4132371;0,96475416;294,29129;2478,0657
0,005002522;0,008020721;0,002171564;0,76826251;-1,4143223;0,94117665;294,27649;2478,063
0,004506059;0,007123932;0,002171577;0,77041405;-1,4177921;0,91946328;294,26688;2478,0618
0,004440886;0,006714567;0,002171577;0,77124459;-1,4257487;0,88551271;294,25613;2478,0605
0,002881869;0,005434834;0,002171577;0,77129656;-1,43639;0,84843832;294,24826;2478,0603
0,002443316;0,005907706;0,002171577;0,77129978;-1,4495114;0,80870742;294,24301;2478,0608
0,001078633;0,005319839;0,000624916;0,76826245;-1,4605626;0,77697694;294,24072;2478,0615
0,000827579;0,005921471;0,00123099;0,76940155;-1,47293;0,74281287;294,23978;2478,0627
0,00085216;0,0066412;0,002115456;0,77118129;-1,4897239;0,69650978;294,24088;2478,0647
0,00085372;0,006682716;0,002168074;0,77129257;-1,5057919;0,65185499;294,24438;2478,0671
0,000853805;0,006685293;0,002171349;0,77129954;-1,5213256;0,60881174;294,25003;2478,0698
0,000853822;0,00668546;0,002171564;0,77129996;-1,5364249;0,5675987;294,25769;2478,0725
0,000723939;0,005078261;0,000204465;0,76750308;-1,5517977;0,52794665;294,26733;2478,0757
0,000845489;0,006597866;0,002058968;0,77106267;-1,5669762;0,49129933;294,2785;2478,0791
0,000853296;0,00668005;0,002164582;0,77128518;-1,5816556;0,45748985;294,29138;2478,0825
0,000853788;0,006685127;0,002171134;0,77129906;-1,5957226;0,42707247;294,30566;2478,0859
0,000853805;0,00668545;0,002171552;0,7712999;-1,6092041;0,40026084;294,32117;2478,0894
0,000853822;0,006685469;0,002171577;0,77129996;-1,6220816;0,37703246;294,33768;2478,093
0,000853822;0,006685469;0,001296445;0,77129996;-1,6339781;0,35776344;294,35431;2478,0964
0,000853822;0,006685469;0,002119209;0,77129996;-1,6448588;0,34233606;294,3707;2478,0999
0,000853822;0,006685469;0,002168314;0,77129996;-1,654729;0,33063734;294,38641;2478,1033
0,000853822;0,006685469;0,002171374;0,77129996;-1,663635;0,3225145;294,40115;2478,1064
0,000853822;0,006685469;0,002171564;0,77129996;-1,671527;0,31789383;294,4144;2478,1096
0,000853822;0,006685469;0,002171577;0,77129996;-1,6784697;0,31654581;294,42581;2478,1128
0,000853822;0,006685469;0,002171577;0,77129996;-1,6845349;0,31818834;294,43509;2478,116
0,000853822;0,006685469;0,002171577;0,77129996;-1,6898595;0,32258371;294,44202;2478,1189
0,000853822;0,006685469;0,002171577;0,77129996;-1,6945745;0,32959569;294,44632;2478,1221
0,000853822;0,006685469;0,002171577;0,77129996;-1,6986909;0,33883294;294,44766;2478,125
0,000853822;0,006685469;0,002171577;0,77129996;-1,701472;0,34711841;294,44656;2478,1272
0,000853822;0,006685469;0,002171577;0,77129996;-1,7047937;0,35950029;294,44223;2478,1301
0,000853822;0,006685469;0,002171577;0,77129996;-1,7070781;0,36968035;294,43674;2478,1323
0,000853822;0,006685469;0,002171577;0,77129996;-1,7099767;0,38444245;294,42621;2478,1355
0,000853822;0,006685469;0,002171577;0,77129996;-1,7126921;0,39963987;294,41245;2478,1384
0,000853822;0,006685469;0,002171577;0,77129996;-1,715331;0,41498974;294,3956;2478,1414
0,000853822;0,006685469;0,002171577;0,77129996;-1,7180711;0,43077689;294,37521;2478,1445
0,000853822;0,006685469;0,002171577;0,77129996;-1,7209929;0,44667488;294,35129;2478,1477
0,000732385;0,005198047;0,000346042;0,76775622;-1,7243731;0,46222311;294,32425;2478,1509
0,000819584;0,006311509;0,001696819;0,77031916;-1,7287506;0,47732565;294,29401;2478,1541
0,000851668;0,006663017;0,002142623;0,77123868;-1,7334909;0,49199963;294,26047;2478,1575
0,000853686;0,006684069;0,002169769;0,77129608;-1,7385746;0,50633383;294,22311;2478,1611
0,000732368;0,005197934;0,000345908;0,76775599;-1,7442783;0,51989907;294,18271;2478,165
0,000716598;0,004972077;7,94E-05;0,76728159;-1,7511601;0,53232974;294,14017;2478,1689
0,000818564;0,00629972;0,001682081;0,77028942;-1,7590579;0,5436669;294,09558;2478,1729
0,0008516;0,006662337;0,002141748;0,77123678;-1,7672718;0,55406928;294,04877;2478,177
0,000853669;0,00668403;0,002169718;0,77129602;-1,7757589;0,56357992;293,99979;2478,1814
0,000853805;0,006685372;0,000624785;0,76826221;-1,7846435;0,57217741;293,94879;2478,1858
0,000853822;0,00668546;0,001712505;0,77035081;-1,7939422;0,57982004;293,89624;2478,1904
0,000853822;0,006685469;0,002143562;0,77124065;-1,8037703;0,58656228;293,84235;2478,1953
0,000853822;0,006685469;0,002169819;0,77129626;-1,8140922;0,5923928;293,78784;2478,2002
0,000749341;0,005432545;0,002171463;0,77129978;-1,8251756;0,59744233;293,73224;2478,2053
0,000820689;0,006324045;0,002171564;0,77129996;-1,8376608;0,60176522;293,67532;2478,2104
